Message Name,mToken,Field Number (fNum),Field Name (name),Field Type (fType),Enum Set (eSet),Field Description (desc),Data Products
BucketRange,MLinkRest,100,name,String,,field name from the 'group' clause,
BucketRange,MLinkRest,103,fNum,UShort,,,
BucketRange,MLinkRest,106,key,String,,"is one of key1, key2, key3, or key4 from an aggregate composite bucket result",
BucketRange,MLinkRest,109,min,String,,"bucket range is [min, max);  might be an int, double, string, or datetime (all encoded as strings)",
BucketRange,MLinkRest,112,max,String,,,
BucketRange,MLinkRest,115,cnt,Int,,number of items in this bucket,
UserMetaData,MLinkRest,100,userName,String,,SR UserName Handle,
UserMetaData,MLinkRest,103,clientFirm,String,,,
UserMetaData,MLinkRest,106,userType,Enum,"None,SRAdmin,SRUser,SponsorAdmin,SponsorUser,ClientAdmin,ClientUser,SRSEUser,M2MUser",,
UserMetaData,MLinkRest,109,displayTimeZone,Enum,"None,US_CST,US_EST,US_PST,UK_GMT,EU_CET",[custom:UserTimeZone] User timezone (affects date/time display in Tools),
UserMetaData,MLinkRest,139,clientConfigAccess,Enum,"None,Create,Modify","user can create new (pending approval) or edit existing client configuration records (SRAdmin, SponsorAdmin, ClientAdmin, or SRUser (any sysenv))",
UserMetaData,MLinkRest,142,accountTypeControl,Enum,"None,TestOnly,AllAccnts",,
UserMetaData,MLinkRest,257,prodOrderAccess,Enum,"None,AddReplace,ModifyAny,ModifyAlgo,StageOnly",,
UserMetaData,MLinkRest,258,testOrderAccess,Enum,"None,AddReplace,ModifyAny,ModifyAlgo,StageOnly",,
UserMetaData,MLinkRest,259,canCancelProdOrders,Enum,"None,Yes,No","user can cancel prod (live) orders (implied false for SRUsers, implied true for SRAdmin, SponsorAdmin, ClientAdmin, and users that can enter live orders)",
UserMetaData,MLinkRest,260,canCancelTestOrders,Enum,"None,Yes,No","user can cancel test orders (implied false for SRUsers, implied true for SRAdmin, SponsorAdmin, ClientAdmin, and users that can enter live orders)",
UserMetaData,MLinkRest,261,canBookProdExecutions,Enum,"None,Yes,No","user can enter prod (live) away tickets (default false for SRUsers SRAdmin, SponsorAdmin, and ClientAdmin, default true for users that can enter live orders)",
UserMetaData,MLinkRest,262,canBookTestExecutions,Enum,"None,Yes,No","user can enter test away tickets (default false for SRUsers, SRAdmin, SponsorAdmin, and ClientAdmin, default true for users that can enter live orders)",
UserMetaData,MLinkRest,154,canEditMarRisk,Enum,"None,Yes,No",,
UserMetaData,MLinkRest,160,canEditSupervisoryRisk,Enum,"None,Yes,No",,
UserMetaData,MLinkRest,163,canEditStockLocateList,Enum,"None,Yes,No",,
UserMetaData,MLinkRest,166,displayName,Text1,,[custom:UserDisplayName] User display name,
UserMetaData,MLinkRest,169,contactEmail,Text1,,Contact Email Address (reset password email),
UserMetaData,MLinkRest,172,contactPhone,Text1,,Contact Phone Number (SMS Text #),
UserMetaData,MLinkRest,175,contactSlack,Text1,,Contact Slack Handle,
UserMetaData,MLinkRest,178,contactIceChat,Text1,,Contact IceChat Handle,
UserMetaData,MLinkRest,181,contactBBergHandle,Text1,,Contact Bloomberg Handle (BBGID),
UserMetaData,MLinkRest,184,authType,Enum,"None,MfaTOTP,MfaSMS,ApiKeyPw,ApiKey,JwtExtern",type of user logon allowed,
UserMetaData,MLinkRest,187,defaultAccnt,String,,default account for this user (used as a tool default/setting); ignored if not viewable; if missing then default is the 1st accnt in the viewable list (alpha order),
UserMetaData,MLinkRest,190,altUserName,String,,alternate (client supplied) user name (usually for client system integration),
UserMetaData,MLinkRest,193,cmeTraderId,String,,CME assigned trader ID (if any),
UserMetaData,MLinkRest,196,cmeLocation,String,,"For CME. The traders location is required.  Format example:  US,IL",
UserMetaData,MLinkRest,199,cfeTraderId,String,,CFE assigned trader ID (if any),
UserMetaData,MLinkRest,202,cfeFrequentTraderId,String,,CFE frequent trader ID (if any),
UserMetaData,MLinkRest,205,cfeLocation,String,,CFE trader location (required),
UserMetaData,MLinkRest,208,iceTraderId,String,,ICE assigned trader ID (if any),
UserMetaData,MLinkRest,211,icePassword,String,,ICE assigned password (if any),
UserMetaData,MLinkRest,214,iceCompanyId,String,,ICE Company Id of trader (if any),
UserMetaData,MLinkRest,217,cboeTraderId,String,,Cboe assigned trader ID (if any),
UserMetaData,MLinkRest,220,badges,Text1,,"exchange memembership and badge ids.  CFEFUT:BADGE1,NYSESTK:BADGE2,...",
UserMetaData,MLinkRest,268,hasApiKeyAccess,Enum,"None,Yes,No","User is allowed to use and manage (insert, update and delete) API keys",
UserMetaData,MLinkRest,256,timestamp,DateTime,,timestamp of last modification,
UserMetaData,MLinkRest,130,AccountAccessControl,Repeater,,,
UserMetaData,MLinkRest,133,accnt,String,,,
UserMetaData,MLinkRest,136,accessType,Enum,"None,ViewOnly,FullAccess",,
UserMetaData,MLinkRest,263,ApiKeys,Repeater,,,
UserMetaData,MLinkRest,264,id,Byte,,,
UserMetaData,MLinkRest,265,label,String,,,
UserMetaData,MLinkRest,266,expires,DateTime,,API key expiration date (if any; may be client supplied),
UserMetaData,MLinkRest,267,created,DateTime,,API key creation date,
UserMetaData,MLinkRest,235,MLinkControl,Repeater,,,
UserMetaData,MLinkRest,238,token,Enum,"None,EqtMktData,FutMktData,OptMktData,EqtSummaryData,FutSummaryData,OptSummaryData,EqtMarkData,FutMarkData,OptMarkData,EqtExchImbalance,StkProbModel,FutProbModel,OptProbModel,OptAnalytics,OptSurface,EquityDefinition,OptionDefinition,FutureDefinition,GlobalDefinition,ClientConfig,ClientTrading,ClientRisk,Internal,OptLiquidityRequest,OptExchAuction,MLinkWs,MLinkRest,RiskCalc,SpreadMktData,SpreadExchData,WSHCorporateEvent,SRATS,NationsIndex,SpreadDefinition,FxMktData,ClientLive,SRMLinkAnalytics,ClientControl,FutAnalytics,EqtAnalytics,ClientTheo",,
UserMetaData,MLinkRest,241,expires,DateTime,,must exist (can be 2100-01-01),
UserMetaData,MLinkRest,244,MarketDataControl,Repeater,,,
UserMetaData,MLinkRest,247,token,Enum,"None,NMS_EQT,NMS_OPT,NMS_SPRD,CME,CBOT,COMEX,NYMEX,CFE,CBOE,RUT,CIDX,DJI,MFQS,OTC,Other,ARCA,NYSE,NSDQ,MIAX,ICE,SR,BXE,EUX,CXE,DXE,NXAM,NXBR,NXLS,NXML,NXOS,NXP",market data billing authorities (either external or internally controlled for billing purposes),
UserMetaData,MLinkRest,250,scope,Enum,"None,Live,Delayed,Trial,Pending",controls whether market data access is live or delayed,
UserMetaData,MLinkRest,253,expires,DateTime,,must exists (can be 2100-01-01),
UserMetaData,MLinkRest,223,WebProductControl,Repeater,,,
UserMetaData,MLinkRest,226,token,Enum,"None,Portal,TradeTool,HedgeTool,OrderManager,RiskManager,ChartTool,TradeHistory,RiskHistory,SysMonitor,OptionsCalculator",,
UserMetaData,MLinkRest,229,expires,DateTime,,must exist (can be 2100-01-01),
UserMetaData,MLinkRest,232,value,String,,billing code/coupon (eg. FREE),
UserApiKey,MLinkRest,100,id,Byte,,API key serial number which identifies this key,
UserApiKey,MLinkRest,101,expires,DateTime,,"API key expiration date, defaults to never 2100-01-01",
UserApiKey,MLinkRest,102,created,DateTime,,API key creation date,
UserApiKey,MLinkRest,103,label,String,,API key name/description (if any; may be client supplied),
UserApiKey,MLinkRest,104,plaintextApiKey,String,,plaintext API key (only sent for an add operation),
UserApiKey,MLinkRest,105,success,Enum,"None,Yes,No",did the call succeed?,
UserApiKey,MLinkRest,106,errorMessage,String,,error message if success == No,
UserApiKey,MLinkRest,107,action,Enum,"None,Select,Insert,Update,Replace,Delete",action to take,
ToolCompositeExecution,ClientTrading,10,fillNumber,Long,,SpiderRock execution number (globally unique over trailing 10 days),
ToolCompositeExecution,ClientTrading,100,tradeDate,DateKey,,trade date,
ToolCompositeExecution,ClientTrading,103,accnt,String,,SpiderRock Accnt Code,
ToolCompositeExecution,ClientTrading,106,clientFirm,String,,SpiderRock ClientFirm Code,
ToolCompositeExecution,ClientTrading,109,secKey,OptionKey,,Security Key [can be partially filled in (look at secType)],
ToolCompositeExecution,ClientTrading,112,secType,Enum,"None,Stock,Future,Option,MLeg","Security Type [Stock, Future, Option]",
ToolCompositeExecution,ClientTrading,115,side,Enum,"None,Buy,Sell",order / execution side,
ToolCompositeExecution,ClientTrading,118,version,Byte,,"record version number; starts at zero and goes up every time an execution record is re-published (eg, bust, +1m marks, +10m marks, etc)",
ToolCompositeExecution,ClientTrading,121,parentNumber,Long,,SpiderRock parent number,
ToolCompositeExecution,ClientTrading,124,baseParentNumber,Long,,SpiderRock base parent number,
ToolCompositeExecution,ClientTrading,127,spdrSource,Enum,"None,SpdrTicket,SpdrSingle,SRSE,FIX,HedgeTool,TradeHedge,OpenHedge,AutoHedge,Orphan,RiskManager,OrderManager,ManagedOrder,RFQRespSrvr,Legger,SRSEDrop,FixDrop,TicketDrop,SysTest,RFRResponse,AllocOmni,AllocClient,CertGateway,MLegResponse,LeggerX,DropManager,AutoHedgeSrvr,AuctionStrategySrvr,AllocBlockFace,AllocBlockCust,IceChatGateway,EXS2SRC,MLinkResponse,AutoResponderVD,AutoResponderRC,AutoResponderSN,AutoResponderBX,MLink",SpiderRock parent order source code [broker pkey],
ToolCompositeExecution,ClientTrading,130,groupingCode,Long,,SpiderRock parent broker number [broker pkey],
ToolCompositeExecution,ClientTrading,133,riskGroupId,Long,,riskGroupId (parent order group ID) for this execution report,
ToolCompositeExecution,ClientTrading,136,altOrderId,String,,alternate order ID (usually clOrdId from client),
ToolCompositeExecution,ClientTrading,139,srcRoutingCode,Text1,,"inbound FIX routing code, if any",
ToolCompositeExecution,ClientTrading,142,userName,String,,SpiderRock user name associated with the parent order,
ToolCompositeExecution,ClientTrading,145,server,String,,SpiderRock execution engine that handled the parent order,
ToolCompositeExecution,ClientTrading,148,ticker,TickerKey,,SpiderRock underlier ticker key [synthetic for futures],
ToolCompositeExecution,ClientTrading,151,sector,String,,user supplied sector code (from SymbolControl record),
ToolCompositeExecution,ClientTrading,154,clientTags,Text1,,,
ToolCompositeExecution,ClientTrading,157,indNum,Int,,ind code (00),
ToolCompositeExecution,ClientTrading,160,subNum,Int,,sub code (0000),
ToolCompositeExecution,ClientTrading,163,grpNum,Int,,grp code (000000),
ToolCompositeExecution,ClientTrading,166,nbrNum,Int,,nbr code (00000000),
ToolCompositeExecution,ClientTrading,169,expCode,Enum,"None,W1,W2,M1,M2,M34,M56,M7C,Y1,Y2",expiration tenor code,
ToolCompositeExecution,ClientTrading,172,skewCode,Enum,"None,DD,DN,AT,UP,DU",strike skew code (@ parent order arrival),
ToolCompositeExecution,ClientTrading,175,widthCode,Enum,"None,Pv1,Pv2,Pv3,Pv5,Pv10,Pv15,Pv20,Pv25,Wide",market width code,
ToolCompositeExecution,ClientTrading,178,priceFormat,Enum,"None,N0,N1,N2,N3,N4,N5,N6,N7,F4,F8,Q8,F16,F32,H32,Q32,F64,H64,FullPenny,PartPenny,PartNickle,EQT,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,A0,A1,A2,A3,A4,A5,A6,A7,E32,EU2A,EU2B,EU2C,EU2D,EU2E,EU3A,EU3B,EU3C,EU3D,EU3E,EU4A,EU5A",SpiderRock price display format code,
ToolCompositeExecution,ClientTrading,181,uPriceFormat,Enum,"None,N0,N1,N2,N3,N4,N5,N6,N7,F4,F8,Q8,F16,F32,H32,Q32,F64,H64,FullPenny,PartPenny,PartNickle,EQT,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,A0,A1,A2,A3,A4,A5,A6,A7,E32,EU2A,EU2B,EU2C,EU2D,EU2E,EU3A,EU3B,EU3C,EU3D,EU3E,EU4A,EU5A",SpiderRock underlier price display code,
ToolCompositeExecution,ClientTrading,184,years,Float,,years to expiration (@ parent order arrival),
ToolCompositeExecution,ClientTrading,187,underlierType,Enum,"None,Equity,Other,FX",underlier type (affects $greek calcs),
ToolCompositeExecution,ClientTrading,190,minTickSize,Float,,$NLV value of a single tick change in display premium	(pointValue = tickValue / tickSize),
ToolCompositeExecution,ClientTrading,193,pointValue,Float,,$NLV value of a point,
ToolCompositeExecution,ClientTrading,196,pointCurrency,Enum,"None,AUD,BRL,CAD,CHF,CNH,CNY,EUR,GBP,JPY,KRW,MXN,MYR,NOK,NZD,SEK,TRY,USD,USDCents,CZK,ZAR,HUF,USX,GBX,DKK,GEL",,
ToolCompositeExecution,ClientTrading,199,underliersPerCn,Int,,underliers per contract (futures and options),
ToolCompositeExecution,ClientTrading,202,parentShape,Enum,"None,Single,Cross,MLeg,MLegCross","parent order shape [Single, MLeg, etc]",
ToolCompositeExecution,ClientTrading,205,parentLimitType,Enum,"None,Market,MarketArrival,Prc,PrcDe,PrcDeX,PrcDeT,PrcDeP,PrcDeXT,PrcDeXP,Vol,VolX,PrcV,PrcVX,NoLimit,RelMid,RelJoin,RelCross,SmrtFast,SmrtNorm,RelTurn,PrcDeEm,VolEm,Aux,UPrcPct,PkgNeutral,RcPrem,SynthLimitMM,SynthLimitBW,SynthLimitWW","parent order limit type [Vol, VolX, PrcDe, PrcDeX, etc]",
ToolCompositeExecution,ClientTrading,208,parentLimitClass,Enum,"Simple,Surface,Probability,SurfProb",parent order limit class (makeLimitClass if fill was from making; takeLimitClass if fill was from taking),
ToolCompositeExecution,ClientTrading,211,parentOrderHandling,Enum,"None,ActiveTaker,PostOnly,DMA,MktOnOpn,MktOnCls,Facilitate,Matrix,Legger,Seeker,SeekerLegger,CrossResponse,AuctionResponse,MLegAuctionResp,RFQRequest,AwayAlgo,ExchPing,BlockAuction,BlockResponse,SweepTake,CobMaker,FaceOmni,TestParent",base parent order algo [take style algo],
ToolCompositeExecution,ClientTrading,214,parentBalanceHandling,Enum,"None,PostWith,PostTurn,PostImprove,PostLimit,MaxIntern,PostWthF,PostImprvR,PostFlash,PostFlashW,PostPeg,PostFlashI",base parent order balance handling [make style algo],
ToolCompositeExecution,ClientTrading,217,parentOrderSize,Int,,parent order size,
ToolCompositeExecution,ClientTrading,220,parentDttm,DateTime,,Date/time of parent order arrival,
ToolCompositeExecution,ClientTrading,223,parentUMark,Double,,underlier mid mark @ parent order arrival (options only),
ToolCompositeExecution,ClientTrading,226,parentBid,Double,,market bid @ parent order arrival,
ToolCompositeExecution,ClientTrading,229,parentAsk,Double,,market ask @ parent order arrival,
ToolCompositeExecution,ClientTrading,232,parentFairPrc,Float,,SpiderRock fair price @ parent order arrival,
ToolCompositeExecution,ClientTrading,235,parentFairWidth,Float,,SpiderRock fair width @ parent order arrival,
ToolCompositeExecution,ClientTrading,238,parentLimitPrc,Double,,parent order limit price @ parent order arrival,
ToolCompositeExecution,ClientTrading,241,parentLimitRefUPrc,Double,,limit reference underlier price @ parent order arrival (options only),
ToolCompositeExecution,ClientTrading,244,parentSSaleFlag,Enum,"None,Long,Short,Exempt,Auto,Open,Close,Cover,NA",parent order short sale flag (can be Auto),
ToolCompositeExecution,ClientTrading,247,parentPositionType,Enum,"None,Opening,Closing,Auto",parent order position type (can be Auto),
ToolCompositeExecution,ClientTrading,250,parentStrategy,String,,parent strategy [usually client supplied],
ToolCompositeExecution,ClientTrading,253,parentAutoHedge,Enum,"None,Static,AutoMid,AutoCrx,AutoTrn,SpdrAuto,Spdr10S,Spdr30S,Spdr90S,Spdr5M,Spdr30M,SpdrDay,SmartFast,SmartNorm,FastCrx,FastDark,SlowDark,AlphaVwap1pct,AlphaVwap2pct,AlphaVwap5pct,AlphaVwap25pct,Custom,AwayAlgo",SpiderRock auto-hedge algorithm (if any),
ToolCompositeExecution,ClientTrading,256,childDttm,DateTime,,child order send date/time (if any),
ToolCompositeExecution,ClientTrading,259,childClOrdId,String,,child order clOrdId resulting in fill (if any),
ToolCompositeExecution,ClientTrading,262,childRoutingCode,Text1,,SpiderRock child order routing code (if any),
ToolCompositeExecution,ClientTrading,265,childSize,Int,,child order size,
ToolCompositeExecution,ClientTrading,268,childPrice,Double,,child order price,
ToolCompositeExecution,ClientTrading,271,childExch,String,,child order exchange code (SpiderRock),
ToolCompositeExecution,ClientTrading,600,childExDest,String,,child order exchange code (downstream),
ToolCompositeExecution,ClientTrading,277,childUPrc,Double,,underlier market price @ child order send time,
ToolCompositeExecution,ClientTrading,280,childBid,Double,,market bid @ child order send time,
ToolCompositeExecution,ClientTrading,283,childAsk,Double,,market ask @ child order send time,
ToolCompositeExecution,ClientTrading,286,childFairPrc,Float,,SpiderRock fair price @ child order send time,
ToolCompositeExecution,ClientTrading,289,childFairWidth,Float,,SpiderRock fair width @ child order send time,
ToolCompositeExecution,ClientTrading,292,childVol,Float,,child order volatilty (options only),
ToolCompositeExecution,ClientTrading,295,childProb,Float,,child order probability (T+x),
ToolCompositeExecution,ClientTrading,298,childLimitPrc,Double,,parent order limit price @ child order send time,
ToolCompositeExecution,ClientTrading,301,childLimitRefUPrc,Double,,limit reference underlier price @ child order send time (options only),
ToolCompositeExecution,ClientTrading,304,childAlgoHandler,Enum,"None,ActiveTaker,ActiveMaker,Auction,Responder,Matrix,Cross,Face,Extern,MLegHandler,AutoHedge,Sprayer,Legger,Restart,Orphan,UDefSpread,RFQRequest,MLegResponder,LeggerX,ExchPing,BrkrReview,AuctionResponder,TakeSweep,TestChild",algo that generated the child order responsible for this fill,
ToolCompositeExecution,ClientTrading,307,childOrderHandling,String,,algo handler detail string,
ToolCompositeExecution,ClientTrading,310,childCreateReason,Enum,"None,CheckAddExch,DarkCross,DmaExtern,DmaSmart,MakeJoin,MakeNbboImpr,MakePostLimit,MakeSelfImpr,MarketAuction,MatrixImpr,MatrixJoin,MatrixLvlSweep,MatrixMaxSweep,MLegSeeker,OptAuctionResp,OptFaceHandler,RelWaitTrigger,SprdDma,SprdFace,SprdSeeker,TakeBrkr,TakeExch,TakeNbbo,RFQRequest,MLegResponse,BrkrCross,PostFlash,MakeOff,MakeFlashImprv,AwayExtern,MatrixCross,ExchPing,BrkrReview,AuctionResponse,SweepTake,TestChild",child order create code,
ToolCompositeExecution,ClientTrading,313,childCancelReason,Enum,"None,MakeException,MakeMaxRiskSize,MakeLimitError,MakeCxlImpr,MakeLmtPrc,MakeSelfImpr,MakeJoinImprv,MakeReJoin,MakeBhnd,MakeAlone,MakeAloneF,MakeOffMkt,MakeMaxExpose,MakeJoinImpr,ContLmtPrc,ChildCxlAll,ChildFlashCxl,ChildIOCTimeout,ForceRetry,StkCxlAll,FutCxlAll,OptCxlAll,FastCxlUBid,FastCxlUAsk,FastCxlUMin,FastCxlUMax,MktMiss,CxlClear,CxlRplDMA,CxlRplTurn,CxlRplSize,CxlRplPrc,CxlRplMake,CxlRplExch,MLegSeekSwitch,MLegSeekChange,MLegSeekND,MLegSeekLimit,MLegDMA,MLegSprdLimit,ParentRplRej,ParentReject,ParentClose,LeggerSwitch,AccelTake,EnginePreOpen,LegLmtPrcRng,MakeLmtPrcErr,ProgTerminate,TickSzErr,ContBrkrTerm,ContCancelHold,ContLimitErr,ContMaxUPrc,ContMinUPrc,ContMktData,ContMktHalt,ContRiskHold,ContSecType,ContStkData,ContStkState,ContFutData,ContFutState,ContOptData,ContOptState,ContUFutData,ContUFutState,ContUMktData,ContUMktState,LegExposeSize,LegLimitErr,LegMarketPrc,MLegCobLmtPrc,MLegLeggerChange,MLegLeggerSwitch,MLegSprdLmtPrc,SprdMktPrc,ContUMktPrc,ContUMktQte,SGContCxl,SGSysCxl,CxlRplPart,CxlRplAlgo,ContingentCancel,SwitchMOC,CxlRplReview,CxlRplAltR,SurfPrcErr,UserHold,DayClose,PendNewTimeout,ActiveHold",child order cancel code (if any),
ToolCompositeExecution,ClientTrading,316,childMktStance,Enum,"None,ExchMrkt,NbboMrkt,ExchImpr,NbboImpr,ExchJoin,NbboJoin,Away",child order was expected to be marketable @ child send time,
ToolCompositeExecution,ClientTrading,319,childCxlAttempted,Enum,"None,Yes,No",cancel attempt was made on the child order prior to receiving this fill,
ToolCompositeExecution,ClientTrading,322,childSSaleFlag,Enum,"None,Long,Short,Exempt,Auto,Open,Close,Cover,NA",child order short sale flag,
ToolCompositeExecution,ClientTrading,325,childPositionType,Enum,"None,Opening,Closing,Auto",child order position type,
ToolCompositeExecution,ClientTrading,328,childFirmType,Enum,"None,Customer,Firm,MarketMaker,ProCustomer,BrokerDealer,AwayMM,FirmJBO,BrkrDlrCust","chld order firm type [Customer, ProCust, Firm, MM, etc]",
ToolCompositeExecution,ClientTrading,331,childCapacity,Enum,"None,Agency,Principal,Individual,Proprietary,AgentOtherMember,RisklessPrincipal",child order capacity,
ToolCompositeExecution,ClientTrading,334,fillExch,String,,ExDest code from child order execution report (lastMkt),
ToolCompositeExecution,ClientTrading,337,fillPrice,Double,,fill price,
ToolCompositeExecution,ClientTrading,340,fillDttm,DateTime,,Date/time of fill arrival,
ToolCompositeExecution,ClientTrading,343,fillSize,Int,,fill quantity,
ToolCompositeExecution,ClientTrading,346,fillPointValue,Int,,fill size x pointValue,
ToolCompositeExecution,ClientTrading,349,fillVol,Float,,fill volatilty (options only),
ToolCompositeExecution,ClientTrading,352,fillProb,Float,,fill order probability (T+x),
ToolCompositeExecution,ClientTrading,355,fillLimitPrc,Double,,parent order limit price @ fill arrival time,
ToolCompositeExecution,ClientTrading,358,fillLimitRefUPrc,Double,,limit reference underlier price @ fill arrival time (options only),
ToolCompositeExecution,ClientTrading,361,fillUPrc,Double,,fill underlier mid-market,
ToolCompositeExecution,ClientTrading,364,fillBeta,Float,,SpiderRock estimate of beta to SPX,
ToolCompositeExecution,ClientTrading,367,fillTv,Float,,theo vol (user supplied),
ToolCompositeExecution,ClientTrading,370,fillTp,Float,,theo price,
ToolCompositeExecution,ClientTrading,373,fillBid,Double,,option market bid @ fill arrival,
ToolCompositeExecution,ClientTrading,376,fillAsk,Double,,option market ask @ fill arrival,
ToolCompositeExecution,ClientTrading,379,fillFairPrc,Float,,SpiderRock fair price @ fill arrival,
ToolCompositeExecution,ClientTrading,382,fillFairWidth,Float,,SpiderRock fair width @ fill arrival,
ToolCompositeExecution,ClientTrading,385,fillBrkrRate,Float,,billing brokerage rate (tier 1),
ToolCompositeExecution,ClientTrading,388,fillRoutingRate,Float,,billing routing rate (tier 1),
ToolCompositeExecution,ClientTrading,391,fillOrigExecID,String,,original execution ID string (child order),
ToolCompositeExecution,ClientTrading,394,fillLastExecID,String,,most recent execution ID (same as origExecID unless CANCEL/CORRECTION has been processed),
ToolCompositeExecution,ClientTrading,397,fillExecStatus,Enum,"None,Fill,Bust,Correct,Reject,SysRej","SpiderRock execution status (Fill,Bust,Correct,Reject,SysRej)",
ToolCompositeExecution,ClientTrading,400,fillRemoteText,String,,text comment from endpoint (if any),
ToolCompositeExecution,ClientTrading,403,fillTransactDttm,DateTime,,transaction date/time as reported by exchange or down stream broker,
ToolCompositeExecution,ClientTrading,406,fillLiquidityTag,String,,SpiderRock normalized exch liquidity tag,
ToolCompositeExecution,ClientTrading,409,fillExchFee,Float,,SpiderRock exchange fee estimate,
ToolCompositeExecution,ClientTrading,412,fillDe,Float,,,
ToolCompositeExecution,ClientTrading,415,fillGa,Float,,,
ToolCompositeExecution,ClientTrading,418,fillVe,Float,,,
ToolCompositeExecution,ClientTrading,421,execRole,Enum,"None,DirectAccnt,AwayGiveup,RiskDrop,AwayDrop,PullDrop","SpiderRock relationship to this execution record (Direct, Drop, etc)",
ToolCompositeExecution,ClientTrading,599,execBrkrCode,String,,exec broker acronym (usually an MPID),
ToolCompositeExecution,ClientTrading,427,execBrkrAccnt,String,,account at executing broker (if any),
ToolCompositeExecution,ClientTrading,430,execBrkrClFirm,String,,client/firm at executing broker (if any),
ToolCompositeExecution,ClientTrading,433,execBrkrUserName,String,,user executing broker (if any),
ToolCompositeExecution,ClientTrading,436,clearingFlipType,Enum,"None,CMTA,Giveup,QSR,NSCC_Flip,DVP,BrkrAccnt",type of clearing corp delivery,
ToolCompositeExecution,ClientTrading,439,clearingFlipFirm,String,,"deliverTo clearing member (eg. OCC#, NSCC#, MPID, or InstitutionID)",
ToolCompositeExecution,ClientTrading,442,clearingFlipAccnt,String,,deliverTo client account (eg. OCC AID# or a DVP FBO code),
ToolCompositeExecution,ClientTrading,593,clearingAgent,String,,deliverTo agent (eg. DVP Agent Bank ID),
ToolCompositeExecution,ClientTrading,594,clearingTaxID,String,,deliverTo taxID (eg. DVP TaxID),
ToolCompositeExecution,ClientTrading,445,billingSecType,Enum,"None,Equity,Future,EqtOption,FutOption",SpiderRock billing security type,
ToolCompositeExecution,ClientTrading,448,billingCategory,Enum,"None,Alpha,AlphaTop50,TiedMaker,TiedTaker,SOR,DMA,AuctionResponse,Facilitate,AlphaFacilitate,AwayTrade,SymOverride,Extern,NonBillable,Seeker,Legger,Drop,AwayAlgo,IsoSweep,SpdrSweep,GTH,AlphaGTH,BlockAuction,BlockResponse",SpiderRock billing category,
ToolCompositeExecution,ClientTrading,451,priAggGroup,String,,primary aggregation group,
ToolCompositeExecution,ClientTrading,454,secAggGroup,String,,secondary aggregation group,
ToolCompositeExecution,ClientTrading,457,trdDelta,Float,,trade delta,
ToolCompositeExecution,ClientTrading,460,trdDDelta,Float,,trade $delta,
ToolCompositeExecution,ClientTrading,463,trdGamma,Float,,trade gamma,
ToolCompositeExecution,ClientTrading,466,trdDGamma,Float,,trade dollar gamma,
ToolCompositeExecution,ClientTrading,469,trdVega,Float,,trade vega,
ToolCompositeExecution,ClientTrading,472,trdWtVega,Float,,"trade wtVega: (vega * vol / sqrt(max(0.1, years * 4))",
ToolCompositeExecution,ClientTrading,478,trdTheta,Float,,trade theta,
ToolCompositeExecution,ClientTrading,481,trdBeta,Float,,trade beta,
ToolCompositeExecution,ClientTrading,484,trdDBeta,Float,,trade $beta,
ToolCompositeExecution,ClientTrading,487,trdNotionalValue,Float,,cn * pointValue * uPrc,
ToolCompositeExecution,ClientTrading,490,trdMarketValue,Float,,cn * pointValue * fillPrice,
ToolCompositeExecution,ClientTrading,595,marginUDnVDn,Float,,"Aggregate RiskSlide: uPrc dn, vol dn",
ToolCompositeExecution,ClientTrading,596,marginUDnVUp,Float,,"Aggregate RiskSlide: uPrc dn, vol up",
ToolCompositeExecution,ClientTrading,597,marginUUpVDn,Float,,"Aggregate RiskSlide: uPrc up, vol dn",
ToolCompositeExecution,ClientTrading,598,marginUUpVUp,Float,,"Aggregate RiskSlide: uPrc up, vol up",
ToolCompositeExecution,ClientTrading,517,trdFairEdge,Float,,SR trade edge (fill price to SR fair price),
ToolCompositeExecution,ClientTrading,520,trdFairEdgeUnit,Float,,SR trade edge normalized to $100 underlier,
ToolCompositeExecution,ClientTrading,523,trdTheoEdge,Float,,theo edge (user supplied theo vol/prc to SpiderRock surface price) (if any),
ToolCompositeExecution,ClientTrading,526,trdTheoEdgeUnit,Float,,theo edge normalized to $100 underlier,
ToolCompositeExecution,ClientTrading,529,clArrivePnL,Float,,arrival PnL (client arrival mark to fill mark) [from clArriveMark on parent order if any],
ToolCompositeExecution,ClientTrading,532,arrivePnL,Float,,arrival PnL (parent arrival mark to fill mark),
ToolCompositeExecution,ClientTrading,535,arriveDnPnL,Float,,arrival Dn PnL (arrivalPnL - uDriftArrivalPnL),
ToolCompositeExecution,ClientTrading,538,uDriftArrivePnL,Float,,underlier delta drift PnL (arrival uMark to fill uMark),
ToolCompositeExecution,ClientTrading,541,childLimitSlip,Float,,Fill Slippage (ChildLimitPrice to FillPrice),
ToolCompositeExecution,ClientTrading,544,halfWidthPnL,Float,,estimated half-width PnL,
ToolCompositeExecution,ClientTrading,547,dayDnPnL,Float,,delta neutral PnL (to EOD),
ToolCompositeExecution,ClientTrading,550,dayM1PnL,Float,,delta neutral PnL (Fill + 1M),
ToolCompositeExecution,ClientTrading,553,dayM10PnL,Float,,delta neutral PnL (Fill + 10M),
